video,rec_t,rec_r,rec_d,rec_conf,face_pose,fp_x0,fp_y0,fp_conf0,fp_x1,fp_y1,fp_conf1,fp_x2,fp_y2,fp_conf2,fp_x3,fp_y3,fp_conf3,fp_x4,fp_y4,fp_conf4,fp_x5,fp_y5,fp_conf5,fp_x6,fp_y6,fp_conf6,fp_x7,fp_y7,fp_conf7,fp_x8,fp_y8,fp_conf8,fp_x9,fp_y9,fp_conf9,fp_x10,fp_y10,fp_conf10,fp_x11,fp_y11,fp_conf11,fp_x12,fp_y12,fp_conf12,fp_x13,fp_y13,fp_conf13,fp_x14,fp_y14,fp_conf14,fp_x15,fp_y15,fp_conf15,fp_x16,fp_y16,fp_conf16,fp_x17,fp_y17,fp_conf17,fp_x18,fp_y18,fp_conf18,fp_x19,fp_y19,fp_conf19,fp_x20,fp_y20,fp_conf20,fp_x21,fp_y21,fp_conf21,fp_x22,fp_y22,fp_conf22,fp_x23,fp_y23,fp_conf23,fp_x24,fp_y24,fp_conf24,fp_x25,fp_y25,fp_conf25,fp_x26,fp_y26,fp_conf26,fp_x27,fp_y27,fp_conf27,fp_x28,fp_y28,fp_conf28,fp_x29,fp_y29,fp_conf29,fp_x30,fp_y30,fp_conf30,fp_x31,fp_y31,fp_conf31,fp_x32,fp_y32,fp_conf32,fp_x33,fp_y33,fp_conf33,fp_x34,fp_y34,fp_conf34,fp_x35,fp_y35,fp_conf35,fp_x36,fp_y36,fp_conf36,fp_x37,fp_y37,fp_conf37,face_up_down,face_left_right,face_roll,face_conf,gaze_up_down,gaze_left_right,gaze_conf,left_eye_open,left_eye_conf,right_eye_open,right_eye_conf,mouth_open,mouth_conf,smile_level
9.0,90.2625698324,311.502793296,216.374301676,975.25698324,-10.8100558659,217.720670391,122.988826816,1000.0,239.793296089,126.905027933,1000.0,229.039106145,120.480446927,1000.0,228.61452514,126.927374302,1000.0,223.441340782,120.446927374,1000.0,223.089385475,125.977653631,1000.0,234.508379888,122.05027933,1000.0,234.240223464,126.720670391,1000.0,272.217877095,128.670391061,1000.0,295.167597765,127.446927374,1000.0,283.916201117,124.022346369,1000.0,283.497206704,130.575418994,1000.0,278.173184358,125.067039106,1000.0,277.87150838,129.508379888,1000.0,289.575418994,124.581005587,1000.0,289.156424581,130.407821229,1000.0,228.575418994,189.575418994,1000.0,273.882681564,193.368715084,1000.0,248.932960894,185.072625698,1000.0,249.195530726,191.458100559,1000.0,248.944134078,195.765363128,1000.0,248.039106145,204.592178771,1000.0,242.206703911,183.882681564,1000.0,242.424581006,190.469273743,1000.0,242.027932961,194.87150838,1000.0,240.977653631,202.078212291,1000.0,256.865921788,185.173184358,1000.0,256.849162011,191.737430168,1000.0,256.592178771,196.173184358,1000.0,256.195530726,203.530726257,1000.0,235.279329609,185.223463687,1000.0,235.787709497,189.94972067,1000.0,235.502793296,192.893854749,1000.0,234.648044693,198.731843575,1000.0,265.027932961,188.25698324,1000.0,264.82122905,192.502793296,1000.0,264.642458101,195.335195531,1000.0,264.391061453,201.38547486,1000.0,-1.08379888268,-10.3631284916,4.46368715084,879.145251397,-3.73184357542,-19.0502793296,598.586592179,323.0,926.25698324,318.698324022,926.25698324,111.273743017,926.25698324,3.92737430168
9.0,100.077777778,316.4,220.522222222,989.5,-3.0,229.488888889,128.744444444,1000.0,251.466666667,133.488888889,1000.0,240.622222222,129.455555556,1000.0,240.122222222,133.566666667,1000.0,235.211111111,128.733333333,1000.0,234.733333333,132.355555556,1000.0,246.233333333,130.888888889,1000.0,245.888888889,133.4,1000.0,282.844444444,136.9,1000.0,304.722222222,136.822222222,1000.0,293.833333333,135.544444444,1000.0,293.511111111,139.344444444,1000.0,288.433333333,135.866666667,1000.0,288.188888889,138.011111111,1000.0,299.244444444,135.966666667,1000.0,298.911111111,139.288888889,1000.0,237.066666667,191.177777778,1000.0,282.388888889,196.777777778,1000.0,259.2,190.166666667,1000.0,258.822222222,195.511111111,1000.0,258.3,200.077777778,1000.0,257.222222222,208.022222222,1000.0,252.3,188.522222222,1000.0,251.722222222,194.122222222,1000.0,251.044444444,198.811111111,1000.0,249.955555556,205.1,1000.0,266.722222222,190.444444444,1000.0,266.255555556,195.977777778,1000.0,265.855555556,200.633333333,1000.0,265.144444444,207.0,1000.0,244.855555556,189.055555556,1000.0,244.722222222,192.777777778,1000.0,244.288888889,195.777777778,1000.0,243.3,201.233333333,1000.0,274.288888889,192.922222222,1000.0,273.766666667,196.433333333,1000.0,273.533333333,199.433333333,1000.0,273.111111111,204.955555556,1000.0,0.677777777778,-6.48888888889,6.95555555556,980.055555556,-17.1555555556,-14.7111111111,495.322222222,202.611111111,1000.0,187.477777778,1000.0,111.455555556,1000.0,4.28888888889
9.0,91.2777777778,317.71031746,211.238095238,989.658730159,-13.75,221.579365079,123.468253968,1000.0,243.714285714,126.682539683,1000.0,232.869047619,121.404761905,1000.0,232.571428571,126.952380952,1000.0,227.396825397,121.404761905,1000.0,227.067460317,126.214285714,1000.0,238.436507937,122.73015873,1000.0,238.158730159,126.611111111,1000.0,276.071428571,127.944444444,1000.0,298.615079365,126.015873016,1000.0,287.507936508,123.373015873,1000.0,287.238095238,129.26984127,1000.0,281.865079365,124.492063492,1000.0,281.650793651,128.420634921,1000.0,293.107142857,123.674603175,1000.0,292.833333333,128.888888889,1000.0,233.448412698,187.642857143,1000.0,279.765873016,189.757936508,1000.0,254.05952381,182.892857143,1000.0,254.53968254,189.015873016,1000.0,254.456349206,193.345238095,1000.0,253.884920635,201.988095238,1000.0,247.206349206,181.825396825,1000.0,247.567460317,188.238095238,1000.0,247.392857143,192.678571429,1000.0,246.619047619,199.765873016,1000.0,262.123015873,182.623015873,1000.0,262.325396825,189.003968254,1000.0,262.325396825,193.456349206,1000.0,262.154761905,200.543650794,1000.0,240.222222222,183.412698413,1000.0,240.746031746,187.841269841,1000.0,240.662698413,190.80952381,1000.0,239.952380952,196.630952381,1000.0,270.456349206,185.301587302,1000.0,270.496031746,189.345238095,1000.0,270.527777778,192.186507937,1000.0,270.380952381,198.111111111,1000.0,0.956349206349,-9.55158730159,3.43650793651,926.365079365,-5.48015873016,-19.2658730159,568.924603175,272.865079365,974.206349206,285.158730159,974.206349206,105.19047619,974.206349206,8.90873015873
10.0,75.4913793103,253.594827586,152.543103448,763.146551724,0.0,186.99137931,94.0689655172,1000.0,204.00862069,94.8534482759,1000.0,195.862068966,90.3103448276,1000.0,195.715517241,97.0689655172,1000.0,191.655172414,90.6293103448,1000.0,191.543103448,97.0086206897,1000.0,200.120689655,91.2844827586,1000.0,200.034482759,96.0,1000.0,225.965517241,95.5862068966,1000.0,243.24137931,96.5,1000.0,234.818965517,91.4310344828,1000.0,234.336206897,97.6551724138,1000.0,230.413793103,92.0517241379,1000.0,230.077586207,96.5086206897,1000.0,239.051724138,92.3275862069,1000.0,238.603448276,97.9827586207,1000.0,197.689655172,139.905172414,1000.0,231.99137931,140.577586207,1000.0,212.318965517,134.181034483,1000.0,212.913793103,139.336206897,1000.0,212.896551724,143.301724138,1000.0,212.603448276,150.405172414,1000.0,207.224137931,133.672413793,1000.0,207.853448276,139.051724138,1000.0,207.767241379,142.931034483,1000.0,207.215517241,148.862068966,1000.0,218.49137931,133.948275862,1000.0,218.767241379,139.25,1000.0,218.715517241,143.189655172,1000.0,218.810344828,149.206896552,1000.0,202.163793103,135.181034483,1000.0,202.879310345,139.24137931,1000.0,202.896551724,141.99137931,1000.0,202.387931034,146.612068966,1000.0,224.974137931,136.172413793,1000.0,224.922413793,139.801724138,1000.0,224.939655172,142.413793103,1000.0,224.982758621,147.172413793,1000.0,4.5775862069,-0.241379310345,3.56896551724,945.922413793,8.6724137931,-1.14655172414,671.155172414,417.586206897,940.517241379,376.853448276,940.517241379,120.517241379,940.517241379,6.62931034483
10.0,72.4251968504,246.755905512,151.496062992,822.299212598,-2.83464566929,176.661417323,90.8267716535,1000.0,192.960629921,91.3385826772,1000.0,185.188976378,86.5196850394,1000.0,184.992125984,92.5039370079,1000.0,181.165354331,87.0078740157,1000.0,180.921259843,92.5511811024,1000.0,189.291338583,87.3622047244,1000.0,189.062992126,91.8188976378,1000.0,214.299212598,91.8267716535,1000.0,232.401574803,91.4566929134,1000.0,223.755905512,87.2755905512,1000.0,223.181102362,93.5275590551,1000.0,219.204724409,87.905511811,1000.0,218.732283465,92.6062992126,1000.0,228.141732283,88.094488189,1000.0,227.645669291,93.5275590551,1000.0,186.165354331,136.968503937,1000.0,222.275590551,137.385826772,1000.0,200.496062992,130.417322835,1000.0,201.527559055,135.448818898,1000.0,201.527559055,140.68503937,1000.0,201.220472441,147.409448819,1000.0,195.37007874,129.866141732,1000.0,196.220472441,135.173228346,1000.0,196.196850394,140.275590551,1000.0,195.74015748,146.0,1000.0,207.11023622,130.125984252,1000.0,207.818897638,135.385826772,1000.0,207.881889764,140.559055118,1000.0,207.834645669,146.330708661,1000.0,190.393700787,131.637795276,1000.0,191.244094488,135.637795276,1000.0,191.267716535,139.307086614,1000.0,190.826771654,143.94488189,1000.0,214.173228346,132.677165354,1000.0,214.653543307,136.141732283,1000.0,214.62992126,139.606299213,1000.0,214.598425197,144.31496063,1000.0,9.46456692913,-11.4409448819,2.74015748031,781.015748031,10.5590551181,-10.968503937,593.519685039,385.866141732,820.472440945,359.244094488,820.472440945,147.88976378,820.472440945,30.8503937008
10.0,78.225,251.85,152.925,833.825,1.125,179.65,96.8,1000.0,196.725,96.1,1000.0,188.275,92.325,1000.0,188.55,98.9,1000.0,184.025,92.85,1000.0,184.3,99.175,1000.0,192.55,92.9,1000.0,192.75,97.425,1000.0,219.3,95.375,1000.0,235.775,94.7,1000.0,227.475,90.75,1000.0,227.3,96.85,1000.0,223.4,91.775,1000.0,223.325,96.075,1000.0,231.55,91.275,1000.0,231.425,96.75,1000.0,192.625,142.05,1000.0,226.45,140.875,1000.0,206.1,136.05,1000.0,207.175,141.275,1000.0,207.4,143.55,1000.0,207.4,150.7,1000.0,201.225,135.8,1000.0,202.3,141.1,1000.0,202.425,143.625,1000.0,202.175,149.475,1000.0,212.3,135.525,1000.0,213.05,140.825,1000.0,213.175,143.225,1000.0,213.575,149.2,1000.0,196.55,137.6,1000.0,197.625,141.425,1000.0,197.775,143.1,1000.0,197.5,147.725,1000.0,218.875,137.475,1000.0,219.25,140.8,1000.0,219.375,142.45,1000.0,219.6,147.05,1000.0,2.4,-5.7,0.2,978.25,3.775,3.025,694.375,425.3,947.5,401.1,947.5,72.675,947.5,0.775
10.0,74.5428571429,246.342857143,160.414285714,831.092857143,0.0,177.142857143,95.45,1000.0,195.157142857,97.1,1000.0,186.871428571,91.2714285714,1000.0,186.214285714,98.5071428571,1000.0,182.435714286,91.4142857143,1000.0,181.792857143,98.2928571429,1000.0,191.357142857,92.6071428571,1000.0,190.807142857,97.7571428571,1000.0,216.95,98.55,1000.0,235.057142857,99.2642857143,1000.0,225.95,94.1,1000.0,225.735714286,100.671428571,1000.0,221.45,95.0428571429,1000.0,221.278571429,99.5142857143,1000.0,230.378571429,94.9428571429,1000.0,230.178571429,100.957142857,1000.0,185.792857143,143.007142857,1000.0,221.792857143,144.978571429,1000.0,202.1,138.157142857,1000.0,202.428571429,142.521428571,1000.0,202.078571429,149.671428571,1000.0,201.535714286,155.842857143,1000.0,196.664285714,137.321428571,1000.0,196.85,141.935714286,1000.0,196.421428571,148.857142857,1000.0,195.907142857,154.078571429,1000.0,208.342857143,138.035714286,1000.0,208.557142857,142.607142857,1000.0,208.228571429,149.585714286,1000.0,208.028571429,154.807142857,1000.0,191.192857143,138.628571429,1000.0,191.528571429,142.05,1000.0,191.25,146.978571429,1000.0,190.678571429,151.435714286,1000.0,214.828571429,140.285714286,1000.0,214.871428571,143.428571429,1000.0,214.535714286,148.3,1000.0,214.478571429,152.764285714,1000.0,3.77142857143,-0.921428571429,5.11428571429,982.085714286,6.84285714286,-2.67857142857,648.8,439.707142857,827.142857143,392.45,827.142857143,207.814285714,827.142857143,31.3071428571
10.0,85.5,243.979166667,172.875,767.854166667,0.0,170.833333333,108.979166667,1000.0,189.0,109.458333333,1000.0,180.229166667,102.666666667,1000.0,180.1875,111.791666667,1000.0,175.666666667,103.3125,1000.0,175.729166667,111.833333333,1000.0,184.833333333,104.020833333,1000.0,184.833333333,110.666666667,1000.0,211.458333333,109.541666667,1000.0,229.770833333,108.4375,1000.0,219.875,102.75,1000.0,220.5,110.333333333,1000.0,215.416666667,104.395833333,1000.0,215.854166667,109.791666667,1000.0,224.416666667,103.291666667,1000.0,225.041666667,110.291666667,1000.0,181.520833333,153.875,1000.0,222.25,152.083333333,1000.0,199.625,147.395833333,1000.0,200.3125,152.354166667,1000.0,200.604166667,158.458333333,1000.0,200.895833333,165.5625,1000.0,193.375,147.0625,1000.0,194.083333333,152.354166667,1000.0,194.229166667,158.354166667,1000.0,194.208333333,164.25,1000.0,206.479166667,146.5625,1000.0,207.1875,151.8125,1000.0,207.625,157.958333333,1000.0,207.9375,163.770833333,1000.0,187.354166667,149.0625,1000.0,187.958333333,152.770833333,1000.0,188.020833333,157.020833333,1000.0,188.083333333,161.895833333,1000.0,213.895833333,148.291666667,1000.0,214.270833333,151.708333333,1000.0,214.5,155.895833333,1000.0,214.875,160.9375,1000.0,-5.77083333333,3.14583333333,-0.104166666667,952.604166667,10.8333333333,-0.291666666667,822.0,581.625,964.583333333,477.354166667,964.583333333,177.458333333,964.583333333,86.9791666667
10.0,68.1842105263,247.552631579,163.5,841.421052632,0.0,191.921052632,89.7631578947,1000.0,209.315789474,94.8947368421,1000.0,201.894736842,88.6315789474,1000.0,200.263157895,94.3157894737,1000.0,197.473684211,87.8684210526,1000.0,195.973684211,93.0526315789,1000.0,206.105263158,90.4736842105,1000.0,204.894736842,94.5526315789,1000.0,230.684210526,100.552631579,1000.0,247.631578947,103.815789474,1000.0,239.631578947,98.3684210526,1000.0,238.815789474,103.631578947,1000.0,235.236842105,98.3684210526,1000.0,234.605263158,101.894736842,1000.0,243.736842105,99.7105263158,1000.0,242.815789474,104.473684211,1000.0,191.157894737,133.947368421,1000.0,229.710526316,142.763157895,1000.0,209.815789474,130.394736842,1000.0,209.289473684,135.684210526,1000.0,208.026315789,141.026315789,1000.0,206.552631579,147.605263158,1000.0,204.157894737,128.421052632,1000.0,203.421052632,134.078947368,1000.0,202.342105263,139.157894737,1000.0,200.736842105,145.157894737,1000.0,216.5,131.368421053,1000.0,215.947368421,136.973684211,1000.0,214.815789474,142.210526316,1000.0,213.552631579,148.157894737,1000.0,197.815789474,129.447368421,1000.0,197.552631579,133.552631579,1000.0,196.736842105,137.105263158,1000.0,195.5,141.947368421,1000.0,222.947368421,135.631578947,1000.0,222.5,139.394736842,1000.0,221.710526316,143.026315789,1000.0,220.657894737,147.710526316,1000.0,12.0,7.52631578947,14.5789473684,995.157894737,5.23684210526,1.92105263158,488.657894737,331.315789474,515.789473684,314.131578947,515.789473684,142.421052632,515.789473684,63.7105263158
10.0,86.8961038961,243.935064935,164.103896104,776.032467532,0.876623376623,168.857142857,105.818181818,1000.0,185.928571429,105.487012987,1000.0,177.590909091,99.8701298701,1000.0,177.662337662,107.688311688,1000.0,173.422077922,100.597402597,1000.0,173.448051948,107.967532468,1000.0,181.967532468,100.876623377,1000.0,181.876623377,106.590909091,1000.0,208.844155844,104.512987013,1000.0,226.564935065,103.655844156,1000.0,217.551948052,98.7987012987,1000.0,217.61038961,105.772727273,1000.0,213.149350649,100.162337662,1000.0,213.123376623,105.064935065,1000.0,221.941558442,99.3441558442,1000.0,221.941558442,105.766233766,1000.0,181.694805195,151.415584416,1000.0,218.831168831,149.376623377,1000.0,196.961038961,146.616883117,1000.0,198.038961039,150.974025974,1000.0,198.337662338,155.525974026,1000.0,198.441558442,162.058441558,1000.0,191.538961039,146.188311688,1000.0,192.396103896,150.850649351,1000.0,192.649350649,155.506493506,1000.0,192.62987013,160.720779221,1000.0,203.409090909,145.727272727,1000.0,204.350649351,150.246753247,1000.0,204.714285714,154.87012987,1000.0,205.12987013,160.214285714,1000.0,186.344155844,147.772727273,1000.0,187.246753247,150.980519481,1000.0,187.383116883,154.103896104,1000.0,187.25974026,158.649350649,1000.0,210.525974026,147.0,1000.0,211.097402597,149.844155844,1000.0,211.344155844,152.837662338,1000.0,211.642857143,157.441558442,1000.0,-0.25974025974,-1.65584415584,-0.772727272727,947.532467532,8.17532467532,-0.857142857143,729.714285714,524.922077922,885.714285714,437.675324675,885.714285714,139.480519481,885.714285714,33.0519480519
10.0,81.2046783626,251.204678363,170.467836257,777.385964912,0.0,177.929824561,103.754385965,1000.0,195.707602339,104.959064327,1000.0,187.239766082,99.7660818713,1000.0,186.900584795,106.438596491,1000.0,182.81871345,100.011695906,1000.0,182.543859649,106.286549708,1000.0,191.67251462,100.865497076,1000.0,191.421052632,105.614035088,1000.0,218.766081871,106.339181287,1000.0,236.865497076,106.538011696,1000.0,228.070175439,101.555555556,1000.0,227.619883041,107.935672515,1000.0,223.543859649,102.450292398,1000.0,223.081871345,107.01754386,1000.0,232.49122807,102.432748538,1000.0,232.116959064,108.128654971,1000.0,186.625730994,150.935672515,1000.0,226.719298246,151.888888889,1000.0,203.467836257,146.590643275,1000.0,204.269005848,150.976608187,1000.0,204.239766082,157.50877193,1000.0,203.783625731,163.877192982,1000.0,197.766081871,145.748538012,1000.0,198.157894737,150.485380117,1000.0,198.152046784,156.959064327,1000.0,197.625730994,162.233918129,1000.0,210.514619883,146.216374269,1000.0,211.269005848,150.783625731,1000.0,211.286549708,157.397660819,1000.0,211.093567251,162.65497076,1000.0,192.093567251,147.040935673,1000.0,192.543859649,150.409356725,1000.0,192.485380117,154.865497076,1000.0,192.052631579,159.514619883,1000.0,217.953216374,148.321637427,1000.0,218.473684211,151.140350877,1000.0,218.520467836,155.549707602,1000.0,218.368421053,160.315789474,1000.0,1.13450292398,-0.549707602339,3.69005847953,984.912280702,5.23391812865,-0.0643274853801,679.052631579,407.397660819,971.34502924,382.0,971.34502924,174.777777778,971.34502924,65.0058479532
10.0,84.8571428571,247.285714286,171.428571429,841.857142857,0.0,176.428571429,107.142857143,1000.0,192.428571429,108.142857143,1000.0,184.714285714,105.642857143,1000.0,184.642857143,110.142857143,1000.0,180.642857143,105.857142857,1000.0,180.642857143,110.0,1000.0,188.642857143,106.142857143,1000.0,188.714285714,109.142857143,1000.0,217.785714286,109.0,1000.0,233.785714286,109.5,1000.0,225.928571429,107.5,1000.0,225.571428571,110.928571429,1000.0,222.071428571,107.857142857,1000.0,221.714285714,109.714285714,1000.0,229.785714286,107.785714286,1000.0,229.5,111.0,1000.0,186.642857143,153.785714286,1000.0,223.428571429,154.357142857,1000.0,202.571428571,149.357142857,1000.0,203.214285714,154.714285714,1000.0,203.142857143,158.428571429,1000.0,202.785714286,166.0,1000.0,197.071428571,148.857142857,1000.0,197.571428571,154.214285714,1000.0,197.571428571,158.0,1000.0,197.0,164.214285714,1000.0,209.071428571,149.142857143,1000.0,209.285714286,154.428571429,1000.0,209.357142857,158.5,1000.0,209.5,164.5,1000.0,191.571428571,149.928571429,1000.0,192.285714286,153.928571429,1000.0,192.285714286,156.571428571,1000.0,191.714285714,161.642857143,1000.0,215.928571429,151.0,1000.0,215.857142857,154.428571429,1000.0,215.928571429,157.142857143,1000.0,216.214285714,162.071428571,1000.0,-0.0714285714286,0.0714285714286,3.57142857143,998.928571429,-10.5714285714,-2.14285714286,569.714285714,302.285714286,1000.0,233.857142857,1000.0,107.928571429,1000.0,23.2142857143
11.0,58.1810344828,273.267241379,161.163793103,919.612068966,0.0,183.568965517,87.3362068966,1000.0,207.215517241,88.8448275862,1000.0,195.724137931,83.6637931034,1000.0,195.517241379,90.974137931,1000.0,189.896551724,83.9827586207,1000.0,189.620689655,90.6465517241,1000.0,201.620689655,84.724137931,1000.0,201.50862069,89.7586206897,1000.0,233.844827586,89.3879310345,1000.0,257.034482759,88.5862068966,1000.0,245.155172414,85.2413793103,1000.0,245.318965517,91.7155172414,1000.0,239.336206897,85.974137931,1000.0,239.439655172,90.4482758621,1000.0,250.887931034,85.6206896552,1000.0,251.060344828,91.5431034483,1000.0,201.681034483,145.5,1000.0,242.362068966,143.043103448,1000.0,219.267241379,139.405172414,1000.0,220.293103448,144.620689655,1000.0,220.715517241,150.293103448,1000.0,220.939655172,157.974137931,1000.0,213.163793103,139.206896552,1000.0,214.051724138,144.586206897,1000.0,214.465517241,150.275862069,1000.0,214.370689655,156.431034483,1000.0,226.396551724,138.525862069,1000.0,227.086206897,143.818965517,1000.0,227.560344828,149.620689655,1000.0,228.068965517,155.715517241,1000.0,207.129310345,141.077586207,1000.0,208.094827586,144.844827586,1000.0,208.387931034,148.732758621,1000.0,208.25,153.965517241,1000.0,233.913793103,139.939655172,1000.0,234.267241379,143.439655172,1000.0,234.517241379,147.146551724,1000.0,235.077586207,152.456896552,1000.0,1.18965517241,2.02586206897,1.31034482759,999.982758621,-4.45689655172,0.362068965517,550.75862069,344.474137931,810.344827586,312.094827586,810.344827586,155.775862069,810.344827586,35.0689655172
11.0,55.4637681159,270.173913043,160.043478261,918.811594203,0.0,181.724637681,85.5217391304,1000.0,204.086956522,87.4202898551,1000.0,193.15942029,82.3623188406,1000.0,192.884057971,88.2898550725,1000.0,187.623188406,82.5652173913,1000.0,187.304347826,87.9710144928,1000.0,198.724637681,83.8985507246,1000.0,198.536231884,87.6666666667,1000.0,230.434782609,88.0289855072,1000.0,254.333333333,88.0724637681,1000.0,242.304347826,84.347826087,1000.0,242.333333333,89.8405797101,1000.0,236.333333333,84.5652173913,1000.0,236.333333333,88.7826086957,1000.0,248.173913043,84.9420289855,1000.0,248.260869565,89.884057971,1000.0,197.376811594,144.086956522,1000.0,239.028985507,142.927536232,1000.0,214.898550725,138.362318841,1000.0,215.985507246,143.637681159,1000.0,216.304347826,149.333333333,1000.0,216.275362319,157.086956522,1000.0,208.811594203,137.927536232,1000.0,209.753623188,143.420289855,1000.0,210.043478261,149.115942029,1000.0,209.695652174,155.507246377,1000.0,222.347826087,137.652173913,1000.0,223.014492754,143.057971014,1000.0,223.405797101,148.826086957,1000.0,223.695652174,155.115942029,1000.0,202.826086957,139.608695652,1000.0,203.724637681,143.594202899,1000.0,203.971014493,147.565217391,1000.0,203.695652174,152.782608696,1000.0,230.130434783,139.362318841,1000.0,230.492753623,142.927536232,1000.0,230.724637681,146.652173913,1000.0,231.043478261,152.115942029,1000.0,5.79710144928,-3.27536231884,1.82608695652,993.391304348,1.94202898551,6.3768115942,550.086956522,278.47826087,979.710144928,240.028985507,979.710144928,141.710144928,979.710144928,40.115942029
11.0,58.5483870968,267.096774194,158.115207373,910.33640553,0.0,181.479262673,86.8294930876,1000.0,203.529953917,87.8617511521,1000.0,192.686635945,82.4608294931,1000.0,192.622119816,89.2580645161,1000.0,187.253456221,82.9539170507,1000.0,187.175115207,89.1474654378,1000.0,198.198156682,84.0368663594,1000.0,198.193548387,88.4331797235,1000.0,229.502304147,87.7834101382,1000.0,252.98156682,86.8479262673,1000.0,240.866359447,83.1751152074,1000.0,241.188940092,89.2304147465,1000.0,235.013824885,84.1428571429,1000.0,235.276497696,88.2995391705,1000.0,246.66359447,83.6036866359,1000.0,247.059907834,89.0737327189,1000.0,198.806451613,144.783410138,1000.0,238.465437788,142.566820276,1000.0,215.797235023,138.152073733,1000.0,216.797235023,143.350230415,1000.0,217.225806452,148.6359447,1000.0,217.456221198,156.041474654,1000.0,209.857142857,137.898617512,1000.0,210.728110599,143.396313364,1000.0,211.092165899,148.562211982,1000.0,211.023041475,154.774193548,1000.0,222.732718894,137.267281106,1000.0,223.488479263,142.608294931,1000.0,223.921658986,147.940092166,1000.0,224.373271889,154.069124424,1000.0,204.110599078,139.907834101,1000.0,204.949308756,143.811059908,1000.0,205.244239631,147.410138249,1000.0,205.138248848,152.529953917,1000.0,230.147465438,138.944700461,1000.0,230.520737327,142.497695853,1000.0,230.778801843,146.01843318,1000.0,231.211981567,151.161290323,1000.0,5.85714285714,-4.0599078341,0.281105990783,995.589861751,2.56221198157,-0.423963133641,588.31797235,320.880184332,993.548387097,267.603686636,993.548387097,134.949308756,993.548387097,22.7281105991
11.0,59.5580357143,270.491071429,156.669642857,938.359375,0.0,185.792410714,86.5245535714,1000.0,208.752232143,87.4486607143,1000.0,197.475446429,83.7098214286,1000.0,197.475446429,90.1116071429,1000.0,191.819196429,83.9910714286,1000.0,191.863839286,89.9241071429,1000.0,203.276785714,84.421875,1000.0,203.241071429,88.7254464286,1000.0,235.5,88.2008928571,1000.0,257.756696429,88.2232142857,1000.0,246.375,85.1964285714,1000.0,246.375,91.0647321429,1000.0,240.799107143,85.6875,1000.0,240.8125,89.5513392857,1000.0,251.879464286,85.5714285714,1000.0,251.832589286,91.0513392857,1000.0,203.872767857,144.475446429,1000.0,241.966517857,142.917410714,1000.0,222.805803571,136.964285714,1000.0,222.975446429,142.508928571,1000.0,223.185267857,147.415178571,1000.0,223.486607143,155.069196429,1000.0,216.495535714,136.787946429,1000.0,216.895089286,142.544642857,1000.0,217.049107143,147.379464286,1000.0,217.004464286,153.825892857,1000.0,228.982142857,136.261160714,1000.0,229.03125,142.078125,1000.0,229.238839286,146.854910714,1000.0,229.837053571,153.310267857,1000.0,210.178571429,139.183035714,1000.0,210.642857143,143.267857143,1000.0,210.810267857,146.549107143,1000.0,210.720982143,151.745535714,1000.0,235.410714286,138.118303571,1000.0,235.194196429,142.234375,1000.0,235.294642857,145.580357143,1000.0,235.805803571,150.725446429,1000.0,9.796875,2.81919642857,1.33482142857,999.910714286,-4.41517857143,0.258928571429,521.15625,283.229910714,798.883928571,266.816964286,798.883928571,129.020089286,798.883928571,1.60714285714
11.0,62.4936708861,273.227848101,164.291139241,909.797468354,0.0,187.898734177,88.8607594937,1000.0,211.607594937,91.1139240506,1000.0,200.113924051,85.3670886076,1000.0,199.82278481,93.3291139241,1000.0,194.151898734,85.5316455696,1000.0,193.987341772,92.7848101266,1000.0,206.037974684,86.7215189873,1000.0,205.721518987,92.2025316456,1000.0,238.278481013,92.9746835443,1000.0,261.278481013,93.4303797468,1000.0,249.46835443,89.3544303797,1000.0,249.417721519,96.2784810127,1000.0,243.64556962,89.6075949367,1000.0,243.696202532,94.5696202532,1000.0,255.189873418,89.8987341772,1000.0,255.025316456,96.4303797468,1000.0,203.784810127,148.759493671,1000.0,243.772151899,148.164556962,1000.0,222.759493671,142.481012658,1000.0,223.126582278,147.810126582,1000.0,223.253164557,153.101265823,1000.0,223.189873418,160.797468354,1000.0,216.379746835,141.987341772,1000.0,216.873417722,147.632911392,1000.0,216.873417722,152.936708861,1000.0,216.658227848,159.265822785,1000.0,229.481012658,141.873417722,1000.0,229.556962025,147.455696203,1000.0,229.759493671,152.835443038,1000.0,230.012658228,159.126582278,1000.0,210.113924051,143.974683544,1000.0,210.620253165,147.936708861,1000.0,210.64556962,151.569620253,1000.0,210.443037975,156.810126582,1000.0,236.329113924,143.810126582,1000.0,236.291139241,147.607594937,1000.0,236.316455696,151.278481013,1000.0,236.683544304,156.493670886,1000.0,7.45569620253,2.59493670886,3.13924050633,999.873417722,-2.78481012658,1.22784810127,596.35443038,349.075949367,875.949367089,311.607594937,875.949367089,133.987341772,875.949367089,3.0253164557
